quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
5,6.20,0.320,0.50,6.50,0.048,61.0,186.0,0.9948,3.19,0.45,9.6
5,6.10,0.300,0.47,1.40,0.049,50.0,187.0,0.9927,3.19,0.45,9.5
5,6.30,0.340,0.52,6.30,0.047,63.0,186.0,0.99481,3.18,0.44,9.6
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
5,7.20,0.260,0.38,1.50,0.061,12.0,120.0,0.99192,3.18,0.46,10.4
5,7.00,0.310,0.35,1.60,0.063,13.0,119.0,0.99184,3.22,0.50,10.7
7,6.60,0.220,0.35,1.40,0.050,23.0,83.0,0.99019,3.17,0.48,12
7,5.80,0.230,0.31,3.50,0.044,35.0,158.0,0.98998,3.19,0.37,12.1
8,6.30,0.170,0.32,1.00,0.040,39.0,118.0,0.98886,3.31,0.40,13.1
6,6.00,0.190,0.26,1.40,0.039,30.0,104.0,0.98998,3.32,0.41,12.4
7,6.70,0.210,0.34,1.50,0.035,45.0,123.0,0.98949,3.24,0.36,12.6
7,7.40,0.160,0.30,13.70,0.056,33.0,168.0,0.99825,2.90,0.44,8.7
5,6.60,0.220,0.37,1.60,0.040,31.0,101.0,0.99009,3.15,0.66,12
6,6.80,0.340,0.27,5.20,0.060,14.0,169.0,0.99252,3.27,0.57,11.6
5,7.10,0.340,0.86,1.40,0.174,36.0,99.0,0.99288,2.92,0.50,9.3
6,6.30,0.240,0.22,11.90,0.050,65.0,179.0,0.99659,3.06,0.58,9.3
7,6.90,0.350,0.39,2.40,0.048,25.0,157.0,0.99133,3.20,0.54,11.1
6,6.80,0.240,0.33,3.20,0.049,68.0,161.0,0.99324,3.10,0.69,10.2
6,6.40,0.250,0.33,1.70,0.037,35.0,113.0,0.99164,3.23,0.66,10.6
7,5.80,0.190,0.33,4.20,0.038,49.0,133.0,0.99107,3.16,0.42,11.3
5,6.90,0.240,0.40,15.40,0.052,81.0,198.0,0.9986,3.20,0.69,9.4
6,6.50,0.310,0.61,13.00,0.053,31.0,123.0,0.99708,3.09,0.50,9.3
6,6.60,0.250,0.32,5.60,0.039,15.0,68.0,0.99163,2.96,0.52,11.1
6,7.50,0.380,0.56,9.70,0.055,15.0,170.0,0.99605,3.13,0.65,9.9
7,6.20,0.300,0.30,2.50,0.041,29.0,82.0,0.99065,3.31,0.61,11.8
7,6.40,0.330,0.28,4.00,0.040,24.0,81.0,0.9903,3.26,0.64,12.6
5,6.90,0.240,0.40,15.40,0.052,81.0,198.0,0.9986,3.20,0.69,9.4
5,7.60,0.270,0.32,1.20,0.043,23.0,72.0,0.99236,3.06,0.68,10.5
6,5.90,0.240,0.34,2.00,0.037,40.0,108.0,0.98948,3.19,0.50,12.3
6,5.30,0.330,0.30,1.20,0.048,25.0,119.0,0.99045,3.32,0.62,11.3
5,6.40,0.210,0.21,5.10,0.097,21.0,105.0,0.9939,3.07,0.46,9.6
6,7.00,0.220,0.30,1.40,0.040,14.0,63.0,0.98985,3.20,0.33,12
5,7.80,0.270,0.35,1.20,0.050,36.0,140.0,0.99138,3.09,0.45,11.2
6,6.70,0.200,0.24,6.50,0.044,28.0,100.0,0.99348,3.12,0.33,10.2
6,8.10,0.270,0.33,1.30,0.045,26.0,100.0,0.99066,2.98,0.44,12.4
6,6.70,0.200,0.24,6.50,0.044,28.0,100.0,0.99348,3.12,0.33,10.2
8,7.10,0.450,0.24,2.70,0.040,24.0,87.0,0.98862,2.94,0.38,13.4
6,5.80,0.220,0.29,1.30,0.036,25.0,68.0,0.98865,3.24,0.35,12.6
5,6.30,0.300,0.48,7.40,0.053,34.0,149.0,0.99472,3.18,0.53,9.8
5,7.90,0.360,0.53,12.90,0.049,63.0,139.0,0.99792,2.94,0.45,9.1
6,8.10,0.270,0.33,1.30,0.045,26.0,100.0,0.99066,2.98,0.44,12.4
6,8.00,0.240,0.33,1.20,0.044,28.0,101.0,0.99035,3.03,0.43,12.5
6,6.70,0.410,0.27,2.60,0.033,25.0,85.0,0.99086,3.05,0.34,11.7
6,6.70,0.240,0.31,2.30,0.044,37.0,113.0,0.99013,3.29,0.46,12.9
5,6.20,0.300,0.32,1.30,0.054,27.0,183.0,0.99266,3.30,0.43,10.1
6,6.90,0.260,0.38,10.50,0.044,33.0,139.0,0.99517,3.06,0.50,10.3
6,6.70,0.410,0.27,2.60,0.033,25.0,85.0,0.99086,3.05,0.34,11.7
6,5.90,0.320,0.20,14.40,0.050,29.0,144.0,0.99666,3.24,0.41,10.3
7,6.10,0.250,0.30,1.20,0.036,42.0,107.0,0.991,3.34,0.56,10.8
6,5.60,0.230,0.29,3.10,0.023,19.0,89.0,0.99068,3.25,0.51,11.2
6,6.60,0.230,0.32,1.70,0.024,26.0,102.0,0.99084,3.29,0.60,11.8
6,6.00,0.170,0.21,6.00,0.050,26.0,134.0,0.9939,3.08,0.54,9.8
6,7.10,0.380,0.42,11.80,0.041,32.0,193.0,0.99624,3.04,0.49,10
4,6.60,0.310,0.37,6.20,0.052,13.0,164.0,0.99602,3.24,0.39,8.8
4,6.50,0.380,0.53,1.40,0.142,5.0,69.0,0.9926,3.14,0.52,10.1
5,7.00,0.440,0.24,12.10,0.056,68.0,210.0,0.99718,3.05,0.50,9.5
5,7.00,0.440,0.24,12.10,0.056,68.0,210.0,0.99718,3.05,0.50,9.5
5,7.00,0.440,0.24,12.10,0.056,68.0,210.0,0.99718,3.05,0.50,9.5
4,6.10,0.380,0.14,3.90,0.060,27.0,113.0,0.99344,3.07,0.34,9.2
6,8.00,0.330,0.32,4.60,0.041,31.0,180.0,0.99184,2.92,0.74,12.2
5,7.00,0.440,0.24,12.10,0.056,68.0,210.0,0.99718,3.05,0.50,9.5
6,6.00,0.190,0.29,1.20,0.046,29.0,92.0,0.99033,3.22,0.53,11.3
6,6.30,0.280,0.34,8.10,0.038,44.0,129.0,0.99248,3.26,0.29,12.1
4,6.10,0.380,0.14,3.90,0.060,27.0,113.0,0.99344,3.07,0.34,9.2
4,5.30,0.430,0.11,1.10,0.029,6.0,51.0,0.99076,3.51,0.48,11.2
7,5.40,0.220,0.35,6.50,0.029,26.0,87.0,0.99092,3.29,0.44,12.5
5,6.20,0.345,0.27,10.10,0.056,38.0,187.0,0.99486,3.31,0.56,10.6
7,5.60,0.255,0.57,10.70,0.056,66.0,171.0,0.99464,3.25,0.61,10.4
7,5.20,0.200,0.27,3.20,0.047,16.0,93.0,0.99235,3.44,0.53,10.1
6,6.20,0.290,0.23,12.40,0.048,33.0,201.0,0.99612,3.11,0.56,9.9
6,6.30,0.260,0.25,5.20,0.046,11.0,133.0,0.99202,2.97,0.68,11
6,6.00,0.220,0.23,5.00,0.045,10.0,122.0,0.99261,2.94,0.63,10
6,7.50,0.350,0.37,2.50,0.066,29.0,89.0,0.98964,3.14,0.42,12.7
6,6.60,0.390,0.28,9.20,0.036,10.0,92.0,0.99206,3.07,0.35,12.1
6,6.30,0.230,0.33,6.90,0.052,23.0,118.0,0.9938,3.23,0.46,10.4
6,6.30,0.220,0.30,2.00,0.050,23.0,120.0,0.99204,3.24,0.47,10.4
5,6.40,0.290,0.18,15.00,0.040,21.0,116.0,0.99736,3.14,0.50,9.2
5,6.40,0.290,0.18,15.00,0.040,21.0,116.0,0.99736,3.14,0.50,9.2
5,7.50,0.230,0.30,1.20,0.030,27.0,80.0,0.99192,3.05,0.68,10.5
5,6.40,0.290,0.18,15.00,0.040,21.0,116.0,0.99736,3.14,0.50,9.2
7,5.70,0.280,0.36,1.80,0.041,38.0,90.0,0.99002,3.27,0.98,11.9
6,6.50,0.260,0.24,10.80,0.042,47.0,130.0,0.996,3.08,0.40,10.1
6,6.40,0.270,0.29,3.90,0.034,62.0,140.0,0.99237,3.10,0.59,11.1
7,5.90,0.220,0.29,4.20,0.037,69.0,144.0,0.99214,3.13,0.74,10.8
6,6.80,0.260,0.26,2.00,0.019,23.5,72.0,0.99041,3.16,0.47,11.8
5,7.60,0.360,0.48,13.50,0.038,44.0,116.0,0.9982,3.04,0.48,9.2
5,7.60,0.350,0.47,13.30,0.037,42.0,116.0,0.99822,3.04,0.50,9.2
6,5.70,0.180,0.26,2.20,0.023,21.0,95.0,0.9893,3.07,0.54,12.3
6,6.60,0.360,0.47,1.40,0.145,26.0,124.0,0.99274,3.09,0.56,10.1
6,5.90,0.140,0.20,1.60,0.040,26.0,114.0,0.99105,3.25,0.45,11.4
6,5.50,0.230,0.19,2.20,0.044,39.0,161.0,0.99209,3.19,0.43,10.4
6,6.70,0.110,0.26,14.80,0.053,44.0,95.0,0.99676,3.20,0.35,9.8
6,7.00,0.240,0.24,1.80,0.047,29.0,91.0,0.99251,3.30,0.43,9.9
6,6.70,0.110,0.26,14.80,0.053,44.0,95.0,0.99676,3.20,0.35,9.8
4,5.30,0.470,0.10,1.30,0.036,11.0,74.0,0.99082,3.48,0.54,11.2
5,7.50,0.290,0.24,9.90,0.058,25.0,115.0,0.99567,3.15,0.46,10.9
5,6.00,0.330,0.26,5.10,0.051,16.0,119.0,0.99416,3.15,0.41,9.2
5,6.00,0.330,0.26,5.10,0.051,16.0,119.0,0.99416,3.15,0.41,9.2
5,5.80,0.320,0.23,1.50,0.033,39.0,121.0,0.9887,2.96,0.35,12
6,5.80,0.300,0.23,1.50,0.034,37.0,121.0,0.98871,2.96,0.34,12.1
6,3.80,0.310,0.02,11.10,0.036,20.0,114.0,0.99248,3.75,0.44,12.4
6,6.20,0.360,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.40,11.2
7,6.00,0.310,0.27,2.30,0.042,19.0,120.0,0.98952,3.32,0.41,12.7
6,6.90,0.520,0.54,7.90,0.036,23.0,169.0,0.99267,3.26,0.47,12.2
6,7.00,0.550,0.05,8.00,0.036,19.0,164.0,0.99269,3.26,0.46,12.2
6,5.80,0.200,0.16,1.40,0.042,44.0,99.0,0.98912,3.23,0.37,12.2
6,6.20,0.360,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.40,11.2
7,6.00,0.310,0.27,2.30,0.042,19.0,120.0,0.98952,3.32,0.41,12.7
7,6.00,0.290,0.27,2.30,0.044,20.0,117.0,0.9895,3.31,0.41,12.7
6,5.70,0.220,0.29,3.50,0.040,27.0,146.0,0.98999,3.17,0.36,12.1
5,7.10,0.460,0.23,13.70,0.045,44.0,192.0,0.9981,3.11,0.53,9.4
6,6.60,0.210,0.30,9.90,0.041,64.0,174.0,0.995,3.07,0.50,10.1
5,6.90,0.420,0.20,15.40,0.043,57.0,201.0,0.99848,3.08,0.54,9.4
6,5.70,0.220,0.20,16.00,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
6,5.70,0.220,0.20,16.00,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
6,5.70,0.220,0.20,16.00,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
6,5.70,0.220,0.20,16.00,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
7,5.20,0.310,0.20,2.40,0.027,27.0,117.0,0.98886,3.56,0.45,13
5,7.20,0.220,0.35,5.50,0.054,37.0,183.0,0.99474,3.08,0.50,10.3
4,5.60,0.180,0.29,2.30,0.040,5.0,47.0,0.99126,3.07,0.45,10.1
6,6.20,0.240,0.27,16.80,0.040,48.0,129.0,0.99691,3.23,0.38,10.5
6,5.70,0.220,0.20,16.00,0.044,41.0,113.0,0.99862,3.22,0.46,8.9
5,5.70,0.260,0.24,17.80,0.059,23.0,124.0,0.99773,3.30,0.50,10.1
5,5.70,0.260,0.24,17.80,0.059,23.0,124.0,0.99773,3.30,0.50,10.1
6,6.00,0.200,0.26,6.80,0.049,22.0,93.0,0.9928,3.15,0.42,11
6,6.00,0.200,0.26,6.80,0.049,22.0,93.0,0.9928,3.15,0.42,11
6,6.00,0.200,0.26,6.80,0.049,22.0,93.0,0.9928,3.15,0.42,11
6,6.00,0.200,0.26,6.80,0.049,22.0,93.0,0.9928,3.15,0.42,11
5,7.60,0.280,0.17,1.60,0.046,28.0,117.0,0.99288,3.08,0.43,10
6,7.00,0.200,0.33,4.70,0.030,25.0,76.0,0.99202,2.88,0.54,10.5
6,6.60,0.260,0.27,11.80,0.048,28.0,112.0,0.99606,2.87,0.49,9.7
5,5.70,0.260,0.24,17.80,0.059,23.0,124.0,0.99773,3.30,0.50,10.1
5,7.20,0.210,0.36,15.70,0.045,68.0,183.0,0.99922,3.25,0.76,9.4
6,6.90,0.220,0.32,5.80,0.041,20.0,119.0,0.99296,3.17,0.55,11.2
5,7.20,0.210,0.36,15.70,0.045,68.0,183.0,0.99922,3.25,0.76,9.4
5,7.40,0.220,0.28,9.00,0.046,22.0,121.0,0.99468,3.10,0.55,10.8
5,7.20,0.210,0.36,15.70,0.045,68.0,183.0,0.99922,3.25,0.76,9.4
6,6.90,0.220,0.32,5.80,0.041,20.0,119.0,0.99296,3.17,0.55,11.2
6,7.00,0.200,0.35,8.80,0.037,31.0,103.0,0.99388,3.13,0.49,11
6,5.60,0.260,0.00,10.20,0.038,13.0,111.0,0.99315,3.44,0.46,12.4
6,6.30,0.280,0.30,6.60,0.208,60.0,154.0,0.99478,3.10,0.40,9.4
5,6.40,0.290,0.30,6.50,0.209,62.0,156.0,0.99478,3.10,0.40,9.4
5,7.20,0.340,0.23,8.90,0.105,22.0,155.0,0.99692,3.01,0.58,9.5
6,7.10,0.390,0.39,11.10,0.034,25.0,204.0,0.99616,3.05,0.52,10
6,6.90,0.260,0.29,4.20,0.043,33.0,114.0,0.9902,3.16,0.31,12.5
6,6.10,0.240,0.25,1.60,0.044,24.0,115.0,0.9921,3.39,0.59,10.9
6,5.90,0.250,0.24,7.40,0.044,21.0,113.0,0.99462,3.38,0.58,10.5
6,6.10,0.240,0.27,11.50,0.050,51.0,133.0,0.99476,3.22,0.37,10.8
7,6.50,0.220,0.27,1.60,0.039,36.0,116.0,0.99178,3.38,0.57,11
6,6.20,0.260,0.29,2.00,0.036,16.0,87.0,0.99081,3.33,0.61,11.8
6,6.60,0.340,0.25,4.80,0.038,16.0,121.0,0.99198,3.36,0.71,12.6
6,5.60,0.225,0.24,9.80,0.054,59.0,140.0,0.99545,3.17,0.39,10.2
5,7.10,0.230,0.28,1.90,0.046,33.0,103.0,0.98997,3.12,0.31,12
6,6.90,0.260,0.29,4.20,0.043,33.0,114.0,0.9902,3.16,0.31,12.5
6,6.40,0.270,0.30,1.60,0.040,19.0,86.0,0.99089,3.32,0.65,11.5
7,6.30,0.410,0.22,7.30,0.035,23.0,117.0,0.99172,3.20,0.39,11.94
7,6.70,0.410,0.24,5.40,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933
5,7.20,0.585,0.20,10.40,0.086,17.0,94.0,0.99681,3.13,0.40,9.4
7,6.70,0.340,0.26,1.90,0.038,58.0,138.0,0.9893,3.00,0.47,12.2
7,6.30,0.410,0.22,7.30,0.035,23.0,117.0,0.99172,3.20,0.39,11.94
7,6.70,0.410,0.24,5.40,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933
5,6.40,0.260,0.35,7.70,0.056,45.0,191.0,0.99527,3.16,0.50,9.5
6,6.30,0.280,0.22,11.50,0.036,27.0,150.0,0.99445,3.00,0.33,10.6
7,7.40,0.160,0.33,1.20,0.042,47.0,121.0,0.99198,3.04,0.68,10.5
6,8.40,0.270,0.30,2.20,0.037,36.0,129.0,0.99085,2.89,0.30,11.4667
6,5.90,0.200,0.28,1.00,0.043,45.0,100.0,0.99033,3.40,0.41,11.4
5,6.40,0.240,0.26,8.20,0.054,47.0,182.0,0.99538,3.12,0.50,9.5
5,7.40,0.380,0.34,8.30,0.052,44.0,168.0,0.99627,3.11,0.52,9.2
5,6.40,0.240,0.26,8.20,0.054,47.0,182.0,0.99538,3.12,0.50,9.5
5,6.40,0.420,0.19,9.30,0.043,28.0,145.0,0.99433,3.23,0.53,10.98
5,6.40,0.230,0.26,8.10,0.054,47.0,181.0,0.9954,3.12,0.49,9.4
5,6.40,0.240,0.26,8.20,0.054,47.0,182.0,0.99538,3.12,0.50,9.5
5,7.40,0.380,0.34,8.30,0.052,44.0,168.0,0.99627,3.11,0.52,9.2
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
8,6.80,0.240,0.29,2.00,0.044,15.0,96.0,0.99232,3.23,0.64,10.4
8,7.30,0.190,0.27,13.90,0.057,45.0,155.0,0.99807,2.94,0.41,8.8
6,7.40,0.270,0.52,15.70,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333
6,5.70,0.280,0.35,1.20,0.052,39.0,141.0,0.99108,3.44,0.69,11.3
6,5.80,0.220,0.25,1.50,0.024,21.0,109.0,0.99234,3.37,0.58,10.4
6,6.70,0.270,0.69,1.20,0.176,36.0,106.0,0.99288,2.96,0.43,9.2
6,7.10,0.200,0.35,3.20,0.034,21.0,107.0,0.99195,3.11,0.54,11.1
6,6.70,0.270,0.69,1.20,0.176,36.0,106.0,0.99288,2.96,0.43,9.2
7,7.10,0.230,0.30,2.60,0.034,62.0,148.0,0.99121,3.03,0.56,11.3
6,7.60,0.310,0.52,13.20,0.042,61.0,148.0,0.99839,2.98,0.47,9.1
5,7.20,0.340,0.28,10.40,0.108,43.0,187.0,0.99738,2.96,0.57,9.4
6,7.00,0.360,0.25,5.70,0.015,14.0,73.0,0.98963,2.82,0.59,13.2
6,6.40,0.310,0.28,2.50,0.039,34.0,137.0,0.98946,3.22,0.38,12.7
5,7.30,0.280,0.35,1.60,0.054,31.0,148.0,0.99178,3.18,0.47,10.7
6,7.40,0.160,0.30,1.40,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333
6,6.40,0.310,0.27,7.40,0.049,48.0,169.0,0.99323,3.27,0.45,11.1
6,6.40,0.310,0.28,2.50,0.039,34.0,137.0,0.98946,3.22,0.38,12.7
5,6.20,0.290,0.29,5.60,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333
6,5.90,0.280,0.34,3.60,0.040,50.0,194.0,0.9912,3.31,0.52,11.6
5,6.50,0.230,0.20,7.50,0.050,44.0,179.0,0.99504,3.18,0.48,9.53333
6,7.20,0.340,0.20,5.80,0.062,52.0,203.0,0.99461,3.17,0.44,9.8
5,7.30,0.280,0.35,1.60,0.054,31.0,148.0,0.99178,3.18,0.47,10.7
6,6.50,0.200,0.33,1.50,0.039,36.0,110.0,0.99008,3.22,0.65,12
6,6.20,0.240,0.27,2.90,0.039,30.0,123.0,0.98959,3.12,0.37,12.8
5,7.10,0.310,0.25,11.20,0.048,32.0,136.0,0.99663,3.14,0.40,9.5
6,6.40,0.290,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333
5,6.30,0.190,0.33,10.10,0.063,63.0,133.0,0.99561,2.86,0.41,9.1
6,5.90,0.290,0.28,3.20,0.035,16.0,117.0,0.98959,3.26,0.42,12.6
5,7.10,0.310,0.25,11.20,0.048,32.0,136.0,0.99663,3.14,0.40,9.5
6,6.50,0.300,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.30,10.9
6,6.40,0.290,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333
5,6.50,0.220,0.19,4.50,0.096,16.0,115.0,0.9937,3.02,0.44,9.6
5,7.00,0.230,0.28,2.70,0.053,16.0,92.0,0.99372,3.18,0.56,9.3
6,7.10,0.230,0.23,3.50,0.038,23.0,112.0,0.99157,3.05,0.37,11.3667
6,6.10,0.260,0.28,1.70,0.043,24.0,98.0,0.98918,3.14,0.44,12.5
5,6.40,0.350,0.21,2.10,0.051,46.0,171.0,0.9932,3.16,0.50,9.5
6,6.00,0.320,0.32,4.80,0.041,40.0,186.0,0.99235,3.22,0.54,11
5,6.10,0.340,0.21,5.00,0.042,17.0,133.0,0.99373,3.02,0.53,9.4
6,6.50,0.130,0.27,2.60,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333
5,6.50,0.315,0.20,6.60,0.041,9.0,126.0,0.99494,2.94,0.51,8.8
5,6.10,0.340,0.21,5.00,0.042,17.0,133.0,0.99373,3.02,0.53,9.4
6,5.70,0.310,0.29,7.30,0.050,33.0,143.0,0.99332,3.31,0.50,11.0667
6,6.40,0.300,0.27,5.00,0.058,27.0,151.0,0.99198,3.22,0.49,12.2
6,7.00,0.240,0.26,1.70,0.041,31.0,110.0,0.99142,3.20,0.53,11
6,6.50,0.130,0.27,2.60,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333
5,6.40,0.260,0.21,8.20,0.050,51.0,182.0,0.99542,3.23,0.48,9.5
5,6.40,0.260,0.21,8.20,0.050,51.0,182.0,0.99542,3.23,0.48,9.5
6,6.00,0.270,0.31,5.00,0.043,54.0,170.0,0.9924,3.28,0.52,11
6,7.10,0.210,0.33,1.20,0.039,34.0,97.0,0.99112,3.11,0.75,11.2
6,6.70,0.260,0.29,7.10,0.036,28.0,100.0,0.99534,3.08,0.36,9.3
4,6.30,0.280,0.22,9.50,0.040,30.0,111.0,0.99338,3.05,0.31,10.8
5,6.20,0.250,0.44,15.80,0.057,39.0,167.0,0.99804,3.14,0.51,9.2
5,7.30,0.220,0.37,15.50,0.048,70.0,203.0,0.99899,3.25,0.77,9.4
5,6.20,0.250,0.44,15.80,0.057,39.0,167.0,0.99804,3.14,0.51,9.2
6,6.40,0.180,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5
6,6.30,0.200,0.26,12.70,0.046,60.0,143.0,0.99526,3.26,0.35,10.8
5,6.60,0.240,0.22,12.30,0.051,35.0,146.0,0.99676,3.10,0.67,9.4
5,7.40,0.270,0.26,11.80,0.053,55.0,173.0,0.99699,3.11,0.60,9.8
5,7.40,0.270,0.26,11.80,0.053,55.0,173.0,0.99699,3.11,0.60,9.8
5,7.40,0.270,0.26,11.80,0.053,55.0,173.0,0.99699,3.11,0.60,9.8
5,6.60,0.240,0.22,12.30,0.051,35.0,146.0,0.99676,3.10,0.67,9.4
5,7.40,0.270,0.26,11.80,0.053,55.0,173.0,0.99699,3.11,0.60,9.8
6,7.10,0.380,0.29,13.60,0.041,30.0,137.0,0.99461,3.02,0.96,12.1
6,6.80,0.430,0.26,5.20,0.043,40.0,176.0,0.99116,3.17,0.41,12.3
5,5.20,0.220,0.46,6.20,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333
5,5.90,0.290,0.16,7.90,0.044,48.0,197.0,0.99512,3.21,0.36,9.4
5,5.90,0.290,0.16,7.90,0.044,48.0,197.0,0.99512,3.21,0.36,9.4
7,6.30,0.290,0.29,3.30,0.037,32.0,140.0,0.9895,3.17,0.36,12.8
6,6.30,0.190,0.32,2.80,0.046,18.0,80.0,0.99043,2.92,0.47,11.05
5,5.70,0.290,0.16,7.90,0.044,48.0,197.0,0.99512,3.21,0.36,9.4
7,6.30,0.290,0.29,3.30,0.037,32.0,140.0,0.9895,3.17,0.36,12.8
5,5.70,0.240,0.47,6.30,0.069,35.0,182.0,0.99391,3.11,0.46,9.73333
7,5.80,0.300,0.38,4.90,0.039,22.0,86.0,0.98963,3.23,0.58,13.1
7,7.10,0.270,0.27,10.40,0.041,26.0,114.0,0.99335,3.04,0.52,11.5
7,5.80,0.300,0.38,4.90,0.039,22.0,86.0,0.98963,3.23,0.58,13.1
7,7.10,0.270,0.27,10.40,0.041,26.0,114.0,0.99335,3.04,0.52,11.5
5,6.30,0.305,0.22,16.00,0.061,26.0,141.0,0.99824,3.08,0.50,9.1
5,5.70,0.240,0.47,6.30,0.069,35.0,182.0,0.99391,3.11,0.46,9.75
6,6.20,0.220,0.28,2.20,0.040,24.0,125.0,0.9917,3.19,0.48,10.5
6,6.60,0.220,0.23,17.30,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
6,6.60,0.220,0.23,17.30,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
6,6.60,0.220,0.23,17.30,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
6,6.60,0.220,0.23,17.30,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
6,6.20,0.220,0.28,2.20,0.040,24.0,125.0,0.9917,3.19,0.48,10.5
6,6.20,0.220,0.28,2.20,0.040,24.0,125.0,0.9917,3.19,0.48,10.5
6,6.60,0.220,0.23,17.30,0.047,37.0,118.0,0.99906,3.08,0.46,8.8
6,6.10,0.220,0.50,6.60,0.045,30.0,122.0,0.99415,3.22,0.49,9.9
6,6.20,0.210,0.52,6.50,0.047,28.0,123.0,0.99418,3.22,0.49,9.9
5,6.30,0.320,0.26,12.30,0.044,24.0,205.0,0.99611,3.11,0.58,9.9
6,6.90,0.440,0.27,5.00,0.038,33.0,166.0,0.99124,3.20,0.42,12.2
6,6.10,0.310,0.34,2.80,0.042,59.5,162.0,0.99179,3.27,0.47,10.8
5,8.10,0.360,0.59,13.60,0.051,60.0,134.0,0.99886,2.96,0.39,8.7
6,6.60,0.380,0.28,2.80,0.043,17.0,67.0,0.98924,3.21,0.47,13.2
6,6.70,0.240,0.26,5.40,0.030,15.0,94.0,0.99045,3.15,0.38,12.7
5,6.90,0.560,0.26,10.90,0.060,55.0,193.0,0.9969,3.21,0.44,9.4
6,7.20,0.240,0.24,1.70,0.045,18.0,161.0,0.99196,3.25,0.53,11.2
6,6.50,0.290,0.30,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.3333
6,6.70,0.280,0.28,4.50,0.051,14.0,92.0,0.99224,3.36,0.58,11.9
6,6.50,0.290,0.30,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35
5,6.10,0.210,0.19,1.40,0.046,51.0,131.0,0.99184,3.22,0.39,10.5
5,7.20,0.470,0.16,5.90,0.048,14.0,125.0,0.99428,3.09,0.49,9.8
5,6.70,0.340,0.31,16.40,0.051,20.0,146.0,0.99834,3.06,0.54,9.1
6,6.60,0.270,0.25,1.20,0.033,36.0,111.0,0.98918,3.16,0.37,12.4
5,6.70,0.340,0.31,16.40,0.051,20.0,146.0,0.99834,3.06,0.54,9.1
5,7.20,0.470,0.16,5.90,0.048,14.0,125.0,0.99428,3.09,0.49,9.8
6,5.00,0.350,0.25,7.80,0.031,24.0,116.0,0.99241,3.39,0.40,11.3
6,5.00,0.350,0.25,7.80,0.031,24.0,116.0,0.99241,3.39,0.40,11.3
6,4.40,0.460,0.10,2.80,0.024,31.0,111.0,0.98816,3.48,0.34,13.1
6,6.60,0.380,0.29,2.90,0.035,15.0,101.0,0.98916,3.04,0.37,12.5
5,7.30,0.300,0.25,2.50,0.045,32.0,122.0,0.99329,3.18,0.54,10.3
6,6.40,0.280,0.22,12.80,0.039,51.0,150.0,0.99535,3.23,0.43,10.7
6,6.90,0.290,0.25,12.20,0.040,29.0,136.0,0.99552,3.05,0.65,10.4
